,rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
89,89,18500,Finance & Investments,David Tepper,65.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,1,U,M,9/11/1957 0:00,Tepper,David,4/4/2023 5:01,1957.0,9.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
90,89,18500,Energy,Gennady Timchenko,70.0,Russia,Moscow,"Oil, gas",Energy,Russia,1,U,M,11/9/1952 0:00,Timchenko,Gennady,4/4/2023 5:01,1952.0,11.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
91,92,18000,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,1,D,M,1/17/1962 0:00,Gilbert,Daniel,4/4/2023 5:01,1962.0,1.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
92,93,17700,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,0,D,M,6/15/1950 0:00,Mittal,Lakshmi,4/4/2023 5:01,1950.0,6.0,15.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
93,94,17500,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,1,U,M,6/11/1956 0:00,Cohen,Steve,4/4/2023 5:01,1956.0,6.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
94,94,17500,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,1,U,M,2/16/1936 0:00,Icahn,Carl,4/4/2023 5:01,1936.0,2.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
95,94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,0,D,F,3/20/1950 0:00,Jindal,Savitri,4/4/2023 5:01,1950.0,3.0,20.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
96,97,17400,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,1,U,M,5/11/1932 0:00,Bren,Donald,4/4/2023 5:01,1932.0,5.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
97,97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,1,U,M,1/22/1940 0:00,Menard,John,4/4/2023 5:01,1940.0,1.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
98,99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,0,D,M,3/11/1931 0:00,Murdoch,Rupert,4/4/2023 5:01,1931.0,3.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
99,100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,0,U,F,1/1/1953 0:00,Safra,Vicky,4/4/2023 5:01,1953.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
100,101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,0,D,M,1/1/1951 0:00,Albrecht,Theo,4/4/2023 5:01,1951.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
101,101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,0,D,F,7/4/1967 0:00,Kellnerova,Renata,4/4/2023 5:01,1967.0,7.0,4.0,116.48,2.8,246489245495.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
102,103,16300,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,1,D,M,1/1/1951 0:00,Li,Xiting,4/4/2023 5:01,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
103,104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,0,D,M,10/4/1947 0:00,Persson,Stefan,4/4/2023 5:01,1947.0,10.0,4.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
104,104,16200,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,1,D,M,4/27/1955 0:00,Schmidt,Eric,4/4/2023 5:01,1955.0,4.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
105,106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,1,U,M,3/18/1968 0:00,Platt,Michael,4/4/2023 5:01,1968.0,3.0,18.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
106,107,15900,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,1,D,M,1/19/1956 0:00,Pang,Kang,4/4/2023 5:01,1956.0,1.0,19.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
109,108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,1,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,4/4/2023 5:01,1939.0,8.0,26.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
111,112,15600,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,1,E,M,10/1/1955 0:00,Shanghvi,Dilip,4/4/2023 5:01,1955.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
112,113,15500,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,1,U,M,3/10/1978 0:00,Pera,Robert,4/4/2023 5:01,1978.0,3.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
113,114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,1,D,M,1/1/1955 0:00,Damani,Radhakishan,4/4/2023 5:01,1955.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
114,115,15200,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,1,D,M,1/1/1967 0:00,Huang,Shilin,4/4/2023 5:01,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
115,116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,0,U,M,4/19/1939 0:00,Chearavanont,Dhanin,4/4/2023 5:01,1939.0,4.0,19.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
116,116,14900,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,1,U,M,11/13/1941 0:00,Green,David,4/4/2023 5:01,1941.0,11.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
117,118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,1,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,4/4/2023 5:01,1944.0,5.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
118,119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,0,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,4/4/2023 5:01,1954.0,6.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
119,120,14600,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,1,D,M,5/22/1962 0:00,Xu,Hang,4/4/2023 5:01,1962.0,5.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
120,121,14500,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,1,D,M,3/1/1964 0:00,Wei,Jianjun,4/4/2023 5:01,1964.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
121,122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,1,U,M,9/9/1953 0:00,Usmanov,Alisher,4/4/2023 5:01,1953.0,9.0,9.0,128.01454200084424,4.419459687631912,57921286440.0,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262
122,123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,1,U,M,6/27/1927 0:00,Goh,Cheng Liang,4/4/2023 5:01,1927.0,6.0,27.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
123,124,14200,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,0,D,M,6/14/1967 0:00,Birla,Kumar,4/4/2023 5:01,1967.0,6.0,14.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
124,124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,1,U,M,4/10/1957 0:00,Dangote,Aliko,4/4/2023 5:01,1957.0,4.0,10.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
126,127,14000,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,0,U,M,10/2/1955 0:00,Ofer,Idan,4/4/2023 5:01,1955.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
127,128,13900,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,1,U,M,9/1/1965 0:00,Chen,Bang,4/4/2023 5:01,1965.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
129,130,13700,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,1,U,M,2/1/1945 0:00,Fredriksen,John,4/4/2023 5:01,1945.0,2.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
130,130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,1,U,F,3/2/1947 0:00,Hendricks,Diane,4/4/2023 5:01,1947.0,3.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
131,130,13700,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,1,U,M,2/24/1976 0:00,Koum,Jan,4/4/2023 5:01,1976.0,2.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
132,133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,1,U,M,10/13/1942 0:00,Jones,Jerry,4/4/2023 5:01,1942.0,10.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,133,13300,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,0,U,M,7/29/1942 0:00,Kaiser,George,4/4/2023 5:01,1942.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
135,136,13200,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,1,D,M,12/28/1962 0:00,Lu,Xiangyang,4/4/2023 5:01,1962.0,12.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
136,137,13100,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,1,U,M,3/3/1933 0:00,Triguboff,Harry,4/4/2023 5:01,1933.0,3.0,3.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
137,138,12900,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,1,D,M,3/15/1959 0:00,Kotak,Uday,4/4/2023 5:01,1959.0,3.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
138,138,12900,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,1,U,M,7/29/1947 0:00,Kroenke,Stanley,4/4/2023 5:01,1947.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
139,140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,1,U,M,4/21/1964 0:00,Fridman,Mikhail,4/4/2023 5:01,1964.0,4.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
140,141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,1,U,M,7/12/1965 0:00,Ratanavadi,Sarath,4/4/2023 5:01,1965.0,7.0,12.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
141,142,12200,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,1,D,M,2/1/1973 0:00,Dang,Yanbao,4/4/2023 5:01,1973.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
142,142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,1,D,M,10/8/1953 0:00,Jiang,Rensheng,4/4/2023 5:01,1953.0,10.0,8.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
143,144,12100,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,1,U,M,7/18/1950 0:00,Khan,Shahid,4/4/2023 5:01,1950.0,7.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
144,145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,0,D,F,11/6/1963 0:00,Powell Jobs,Laurene,4/4/2023 5:01,1963.0,11.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
146,147,11600,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,1,U,M,5/10/1940 0:00,Ross,Stephen,4/4/2023 5:01,1940.0,5.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
147,148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,1,D,M,10/10/1984 0:00,Durov,Pavel,4/4/2023 5:01,1984.0,10.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
148,148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,1,D,M,2/16/1950 0:00,Struengmann,Andreas,4/4/2023 5:01,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
149,148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,1,D,M,2/16/1950 0:00,Struengmann,Thomas,4/4/2023 5:01,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
150,151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,1,D,M,1/1/1964 0:00,Liu,Hanyuan,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
151,151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,1,U,M,7/21/1972 0:00,Rubin,Michael,4/4/2023 5:01,1972.0,7.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
152,153,11300,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,1,D,M,9/30/1948 0:00,Englander,Israel,4/4/2023 5:01,1948.0,9.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,1,U,M,9/8/1953 0:00,Kantor,Viatcheslav,4/4/2023 5:01,1953.0,9.0,8.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
154,153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,0,D,M,4/11/1960 0:00,Pratt,Anthony,4/4/2023 5:01,1960.0,4.0,11.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
155,153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,1,U,M,5/3/1965 0:00,Prokhorov,Mikhail,4/4/2023 5:01,1965.0,5.0,3.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
156,157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,1,U,M,7/11/1934 0:00,Armani,Giorgio,4/4/2023 5:01,1934.0,7.0,11.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
157,157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,0,U,M,6/1/1950 0:00,Rupert,Johann,4/4/2023 5:01,1950.0,6.0,1.0,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
159,159,11000,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,1,D,M,1/1/1972 0:00,Zhang,Zhidong,4/4/2023 5:01,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
160,161,10900,Finance & Investments,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,0,E,M,12/28/1939 0:00,Anschutz,Philip,4/4/2023 5:01,1939.0,12.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,1,U,F,6/17/1937 0:00,Love,Judy,4/4/2023 5:01,1937.0,6.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
162,161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,0,D,M,10/19/1955 0:00,Salinas Pliego,Ricardo,4/4/2023 5:01,1955.0,10.0,19.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
163,164,10700,Media & Entertainment,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,0,D,M,8/5/1929 0:00,Newhouse,Donald,4/4/2023 5:01,1929.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
164,165,10600,Sports,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,1,U,M,6/5/1941 0:00,Kraft,Robert,4/4/2023 5:01,1941.0,6.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,165,10600,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,1,U,M,1/1/1950 0:00,Telles,Marcel Herrmann,4/4/2023 5:01,1950.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
166,167,10500,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,1,U,M,3/12/1966 0:00,Kerimov & family,Suleiman,4/4/2023 5:01,1966.0,3.0,12.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
167,167,10500,Fashion & Retail,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,1,U,M,1/1/1984 0:00,Xu,Sky,4/4/2023 5:01,1984.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
168,167,10500,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,1,D,M,9/10/1977 0:00,Zhao,Changpeng,4/4/2023 5:01,1977.0,9.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
169,170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,1,U,M,11/29/1952 0:00,Beal,Andrew,4/4/2023 5:01,1952.0,11.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
170,171,10200,Technology,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,1,D,M,11/17/1979 0:00,Cannon-Brookes,Mike,4/4/2023 5:01,1979.0,11.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
171,171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,0,D,M,8/19/1962 0:00,Cook,Carl,4/4/2023 5:01,1962.0,8.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
172,171,10200,Technology,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,1,D,M,9/21/1940 0:00,Duffield,David,4/4/2023 5:01,1940.0,9.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
173,171,10200,Energy,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,1,U,M,3/5/1959 0:00,Hildebrand,Jeffery,4/4/2023 5:01,1959.0,3.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
174,171,10200,Manufacturing,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,Russia,1,U,M,10/13/1948 0:00,Rashnikov,Viktor,4/4/2023 5:01,1948.0,10.0,13.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
175,171,10200,Technology,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,Brazil,1,D,M,3/19/1982 0:00,Saverin,Eduardo,4/4/2023 5:01,1982.0,3.0,19.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
176,171,10200,Automotive,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,0,U,M,10/19/1964 0:00,Schaeffler,Georg,4/4/2023 5:01,1964.0,10.0,19.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
177,171,10200,Fashion & Retail,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,United States,0,U,F,2/8/1949 0:00,Walton,Christy,4/4/2023 5:01,1949.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
178,179,10100,Technology,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,Australia,1,D,M,12/17/1979 0:00,Farquhar,Scott,4/4/2023 5:01,1979.0,12.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
179,179,10100,Diversified,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,0,D,M,8/12/1941 0:00,Quek,Leng Chan,4/4/2023 5:01,1941.0,8.0,12.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
180,179,10100,Real Estate,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,China,1,D,F,1/1/1964 0:00,Wu,Yajun,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
181,182,10000,Energy,Autry Stephens,85.0,United States,Midland,Oil,Energy,United States,1,U,M,3/8/1938 0:00,Stephens,Autry,4/4/2023 5:01,1938.0,3.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
182,183,9900,Service,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,China,1,D,M,6/1/1948 0:00,Liu,Yongxing,4/4/2023 5:01,1948.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
183,184,9800,Diversified,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,1,Split Family Fortune,M,1/10/1949 0:00,Adani,Vinod,4/4/2023 5:01,1949.0,1.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
